Hypothesis,Precision,Recall,Fmeasure_score,hamming_loss,Accuracy_Score,Train/Test_Size,Project
H3,0.36115107913669064,0.37631184407796103,0.36857562408223205,0.4230201672405312,0.5769798327594688,0.6,audacity
H3,0.3852526926263463,0.697151424287856,0.496264674493063,0.4643384161337924,0.5356615838662075,0.6,audacity
H3,0.42916235780765255,0.6221889055472264,0.5079559363525092,0.3954746679783571,0.6045253320216428,0.6,audacity
H3,0.24870466321243523,0.2158920539730135,0.23113964686998398,0.47122479094933595,0.5287752090506641,0.6,audacity
H3,0.4645669291338583,0.6191904047976012,0.5308483290488433,0.35907525823905556,0.6409247417609445,0.6,audacity
H3,0.4289544235924933,0.719640179910045,0.5375139977603584,0.4062961141170684,0.5937038858829315,0.6,audacity
H3,0.4865269461077844,0.487256371814093,0.4868913857677903,0.3369404820462371,0.6630595179537628,0.6,audacity
H3,0.4621026894865526,0.5667166416791605,0.5090909090909091,0.3585833743236596,0.6414166256763404,0.6,audacity
H3,0.23442808607021517,0.3103448275862069,0.2670967741935484,0.558780127889818,0.441219872110182,0.6,audacity
H3,0.4775132275132275,0.5412293853073463,0.5073787772312016,0.34481062469257256,0.6551893753074274,0.6,audacity
