Hypothesis,Precision,Recall,Fmeasure_score,hamming_loss,Accuracy_Score,Train/Test_Size,Project
Baseline,0.6075307748008689,0.7257785467128027,0.6614111154907372,0.18771853146853146,0.8122814685314685,0.30000000000000004,powertoys
Baseline,0.6453154875717018,0.5839100346020761,0.6130790190735694,0.1861888111888112,0.8138111888111887,0.30000000000000004,powertoys
Baseline,0.6828929068150209,0.42474048442906576,0.5237333333333333,0.1951486013986014,0.8048513986013985,0.30000000000000004,powertoys
Baseline,0.659016393442623,0.5216262975778547,0.5823273780782231,0.1890297202797203,0.8109702797202797,0.30000000000000004,powertoys
Baseline,0.6394366197183099,0.5891003460207612,0.6132372805042774,0.18771853146853146,0.8122814685314685,0.30000000000000004,powertoys
Baseline,0.6429924242424242,0.5873702422145328,0.6139240506329113,0.1866258741258741,0.8133741258741258,0.30000000000000004,powertoys
Baseline,0.6022727272727273,0.7335640138408305,0.6614664586583464,0.1896853146853147,0.8103146853146853,0.30000000000000004,powertoys
Baseline,0.6463700234192038,0.23875432525951557,0.3487049905243209,0.22530594405594406,0.7746940559440559,0.30000000000000004,powertoys
Baseline,0.6059506531204645,0.722318339100346,0.659037095501184,0.1888111888111888,0.8111888111888113,0.30000000000000004,powertoys
Baseline,0.6429924242424242,0.5873702422145328,0.6139240506329113,0.1866258741258741,0.8133741258741258,0.30000000000000004,powertoys
