Hypothesis,Precision,Recall,Fmeasure_score,hamming_loss,Accuracy_Score,Train/Test_Size,Project
Baseline,0.4442231075697211,0.5667090216010165,0.4980457844779453,0.44220363994097395,0.5577963600590261,0.20000000000000007,audacity
Baseline,0.5210484511517077,0.8335451080050826,0.6412512218963832,0.3610427939006394,0.6389572060993606,0.20000000000000007,audacity
Baseline,0.5815789473684211,0.5616264294790343,0.5714285714285714,0.32611903590752583,0.6738809640924741,0.20000000000000007,audacity
Baseline,0.3923853923853924,0.6416772554002541,0.4869816779170684,0.5233644859813084,0.47663551401869164,0.20000000000000007,audacity
Baseline,0.5499334221038615,0.5247776365946633,0.5370611183355006,0.3502213477619282,0.6497786522380717,0.20000000000000007,audacity
Baseline,0.4676767676767677,0.5883100381194409,0.5211029825548676,0.41859321200196753,0.5814067879980325,0.20000000000000007,audacity
Baseline,0.505564387917329,0.4040660736975858,0.4491525423728813,0.3836694540088539,0.6163305459911461,0.20000000000000007,audacity
Baseline,0.47434885556432516,0.7636594663278272,0.5851996105160663,0.4190850959173635,0.5809149040826365,0.20000000000000007,audacity
Baseline,0.3883587786259542,0.5171537484116899,0.4435967302452316,0.5022134776192818,0.4977865223807182,0.20000000000000007,audacity
Baseline,0.3879641485275288,0.3850063532401525,0.38647959183673464,0.4731923266109198,0.5268076733890802,0.20000000000000007,audacity
