Hypothesis,Precision,Recall,Fmeasure_score,hamming_loss,Accuracy_Score,Train/Test_Size,Project
H3,0.6396551724137931,0.6277495769881557,0.6336464560204953,0.2837301587301587,0.7162698412698413,0.7,rmca
H3,0.6934865900383141,0.4593908629441624,0.5526717557251908,0.2906746031746032,0.7093253968253967,0.7,rmca
H3,0.6085470085470085,0.6023688663282571,0.6054421768707483,0.30687830687830686,0.6931216931216931,0.7,rmca
H3,0.6403326403326404,0.5211505922165821,0.5746268656716418,0.30158730158730157,0.6984126984126984,0.7,rmca
H3,0.6946182728410513,0.46954314720812185,0.5603230691569914,0.2880291005291005,0.7119708994708995,0.7,rmca
H3,0.6577319587628866,0.5397631133671743,0.5929368029739777,0.2896825396825397,0.7103174603174602,0.7,rmca
H3,0.6412060301507537,0.5397631133671743,0.5861276986678916,0.29794973544973546,0.7020502645502645,0.7,rmca
H3,0.6820448877805486,0.46277495769881555,0.5514112903225806,0.2943121693121693,0.7056878306878307,0.7,rmca
H3,0.5952722063037249,0.7030456852791879,0.6446858029480217,0.3029100529100529,0.6970899470899471,0.7,rmca
H3,0.6064814814814815,0.6649746192893401,0.6343825665859564,0.2996031746031746,0.7003968253968254,0.7,rmca
