Hypothesis,Precision,Recall,Fmeasure_score,hamming_loss,Accuracy_Score,Train/Test_Size,Project
H2,0.46449359720605354,0.5757575757575758,0.5141752577319589,0.3708804722085588,0.6291195277914412,0.4,audacity
H2,0.2815533980582524,0.2510822510822511,0.26544622425629283,0.47368421052631576,0.5263157894736843,0.4,audacity
H2,0.2767402376910017,0.2352092352092352,0.25429017160686423,0.47024102311854404,0.5297589768814559,0.4,audacity
H2,0.5468409586056645,0.3621933621933622,0.4357638888888889,0.31972454500737824,0.6802754549926218,0.4,audacity
H2,0.2100108813928183,0.2784992784992785,0.239454094292804,0.603049680275455,0.396950319724545,0.4,audacity
H2,0.4821600771456123,0.7215007215007215,0.5780346820809248,0.35907525823905556,0.6409247417609445,0.4,audacity
H2,0.41263940520446096,0.4805194805194805,0.44400000000000006,0.4102311854402361,0.5897688145597639,0.4,audacity
H2,0.4564047362755651,0.6118326118326118,0.5228113440197288,0.3807181505164781,0.6192818494835219,0.4,audacity
H2,0.4560260586319218,0.8080808080808081,0.5830296720458095,0.3939990162321692,0.6060009837678308,0.4,audacity
H2,0.3226773226773227,0.4660894660894661,0.38134592680047225,0.5154943433349729,0.4845056566650271,0.4,audacity
