Hypothesis,Precision,Recall,Fmeasure_score,hamming_loss,Accuracy_Score,Train/Test_Size,Project
H3,0.7898633257403189,0.6014744145706852,0.6829148202855736,0.19313240365871945,0.8068675963412806,0.7,jabRef_2
H3,0.7892938496583144,0.601040763226366,0.6824224519940916,0.19343229869545658,0.8065677013045434,0.7,jabRef_2
H3,0.7844682048396173,0.6045099739809193,0.6828312515307372,0.19418203628729944,0.8058179637127005,0.7,jabRef_2
H3,0.7789133942980097,0.6279271465741544,0.6953181272509004,0.1902834008097166,0.8097165991902834,0.7,jabRef_2
H3,0.7897435897435897,0.601040763226366,0.6825904949519822,0.19328235117708803,0.806717648822912,0.7,jabRef_2
H3,0.7886133032694476,0.6066782307025151,0.6857843137254901,0.192232718548508,0.807767281451492,0.7,jabRef_2
H3,0.7888446215139442,0.601040763226366,0.6822544917548609,0.19358224621382517,0.8064177537861749,0.7,jabRef_2
H3,0.7892938496583144,0.601040763226366,0.6824224519940916,0.19343229869545658,0.8065677013045434,0.7,jabRef_2
H3,0.7897435897435897,0.601040763226366,0.6825904949519822,0.19328235117708803,0.806717648822912,0.7,jabRef_2
H3,0.7897435897435897,0.601040763226366,0.6825904949519822,0.19328235117708803,0.806717648822912,0.7,jabRef_2
