Hypothesis,Precision,Recall,Fmeasure_score,hamming_loss,Accuracy_Score,Train/Test_Size,Project
H3,0.9266943291839558,0.6135531135531136,0.7382920110192839,0.19215210355987056,0.8078478964401294,0.8,rxjava_2
H3,0.8500539374325782,0.7216117216117216,0.780584447746409,0.17920711974110032,0.8207928802588997,0.8,rxjava_2
H3,0.8509719222462203,0.7216117216117216,0.7809712586719524,0.17880258899676377,0.8211974110032363,0.8,rxjava_2
H3,0.8081395348837209,0.7637362637362637,0.7853107344632768,0.18446601941747573,0.8155339805825242,0.8,rxjava_2
H3,0.8500539374325782,0.7216117216117216,0.780584447746409,0.17920711974110032,0.8207928802588997,0.8,rxjava_2
H3,0.7823585810162992,0.7472527472527473,0.7644028103044498,0.2034789644012945,0.7965210355987055,0.8,rxjava_2
H3,0.8500539374325782,0.7216117216117216,0.780584447746409,0.17920711974110032,0.8207928802588997,0.8,rxjava_2
H3,0.8500539374325782,0.7216117216117216,0.780584447746409,0.17920711974110032,0.8207928802588997,0.8,rxjava_2
H3,0.8685714285714285,0.6959706959706959,0.7727503812913066,0.1808252427184466,0.8191747572815534,0.8,rxjava_2
H3,0.8498920086393088,0.7206959706959707,0.77998017839445,0.1796116504854369,0.8203883495145631,0.8,rxjava_2
