Hypothesis,Precision,Recall,Fmeasure_score,hamming_loss,Accuracy_Score,Train/Test_Size,Project
H3,0.7945439045183291,0.5980109079242861,0.6824089328207944,0.19511920827710302,0.804880791722897,0.6,jabRef_2
H3,0.7959794696321643,0.5970484440166827,0.6823098075160404,0.19489428699955016,0.8051057130004499,0.6,jabRef_2
H3,0.7952991452991452,0.5970484440166827,0.682059739783764,0.19511920827710302,0.804880791722897,0.6,jabRef_2
H3,0.7949594190516873,0.5970484440166827,0.6819347746427262,0.19523166891587945,0.8047683310841205,0.6,jabRef_2
H3,0.7945969125214408,0.5944818735964068,0.680124793540099,0.19601889338731443,0.8039811066126856,0.6,jabRef_2
H3,0.7460148777895855,0.6756496631376323,0.709090909090909,0.19433198380566802,0.8056680161943319,0.6,jabRef_2
H3,0.7952991452991452,0.5970484440166827,0.682059739783764,0.19511920827710302,0.804880791722897,0.6,jabRef_2
H3,0.7908441831163376,0.6041065126724414,0.6849763550381957,0.19478182636077374,0.8052181736392263,0.6,jabRef_2
H3,0.7486554320544998,0.6698748796920115,0.7070775482560108,0.19455690508322088,0.8054430949167791,0.6,jabRef_2
H3,0.7538051750380518,0.6355470003208213,0.6896431679721498,0.20051731893837157,0.7994826810616285,0.6,jabRef_2
