Hypothesis,Precision,Recall,Fmeasure_score,hamming_loss,Accuracy_Score,Train/Test_Size,Project
H3,0.6896243291592129,0.49454778704297625,0.5760179305192379,0.28149801587301587,0.7185019841269842,0.8,rmca
H3,0.5839616175462645,0.5465041693393201,0.5646123260437375,0.32589285714285715,0.6741071428571428,0.8,rmca
H3,0.6018518518518519,0.5420141116100065,0.5703678704016201,0.31572420634920634,0.6842757936507937,0.8,rmca
H3,0.684251968503937,0.5574085952533675,0.6143513609049135,0.27058531746031744,0.7294146825396826,0.8,rmca
H3,0.6884247171453438,0.5073765234124439,0.5841949778434269,0.279265873015873,0.720734126984127,0.8,rmca
H3,0.6222067039106145,0.5715202052597819,0.5957873620862587,0.29985119047619047,0.7001488095238095,0.8,rmca
H3,0.613263296126067,0.5991019884541373,0.6060999351070733,0.3010912698412698,0.6989087301587302,0.8,rmca
H3,0.6334269662921348,0.5785760102629891,0.6047603084143479,0.2924107142857143,0.7075892857142857,0.8,rmca
H3,0.6064434617814277,0.6157793457344451,0.6110757479312541,0.3030753968253968,0.6969246031746033,0.8,rmca
H3,0.6634146341463415,0.43617703656189866,0.5263157894736842,0.30357142857142855,0.6964285714285714,0.8,rmca
